id,neighbourhood,latitude,longitude,availability_365,number_of_reviews,reviews_per_month,minimum_nights,distance_seine,prix_moyen_journalier,periode
1044068619632960151,Vaugirard,48.85126,2.2909,308,12,1.08,3,459.1022343173187,199.0,dec_2024
1044072189689211923,Batignolles-Monceau,48.88536204239107,2.28447709213246,245,1,0.1,2,1523.7916049332443,102.0,dec_2024
1044076560336562731,Buttes-Chaumont,48.87566782881802,2.3904918363809013,267,0,,1,3473.489344713027,95.0,dec_2024
1044076776818186742,Bourse,48.8683342,2.3451309,227,21,2.08,2,1193.054454127818,130.0,dec_2024
1044093972907381448,Popincourt,48.85353,2.39309,269,0,,3,2105.227617066852,190.0,dec_2024
1044100868863451261,Entrepôt,48.882360812413815,2.358508557126342,15,0,,2,2975.4647632743713,280.0,dec_2024
1044761213992166862,Gobelins,48.83049,2.36989,263,14,1.24,3,809.0671262081513,132.0,dec_2024
1044831353202509940,Buttes-Montmartre,48.88564490979527,2.3455300317382743,326,7,0.66,3,3041.833150439791,100.0,dec_2024
1044832946830174271,Temple,48.8588,2.36729,329,7,0.92,2,945.4731056468494,300.0,dec_2024
1044848615251085834,Popincourt,48.866709,2.3821098,173,1,0.11,4,2322.3184849063787,200.0,dec_2024
1044859638846160792,Entrepôt,48.87892986885669,2.3552222457587586,139,14,1.21,4,2538.299203653796,90.0,dec_2024
1044864485505168785,Élysée,48.86816,2.30447,342,1,0.16,2,514.7020564162634,164.0,dec_2024
1044870058161488116,Vaugirard,48.84945114457183,2.294548340141773,190,8,0.69,1,791.5629070960101,120.0,dec_2024
1044888237070866757,Vaugirard,48.846,2.303,363,2,0.42,3,1504.8732110808942,171.0,dec_2024
1044899158294802998,Entrepôt,48.8724113,2.3619448,188,18,2.1,3,2057.43227340828,146.0,dec_2024
1044917036746938178,Passy,48.85828,2.28084,365,0,,1,508.1992006402088,325.0,dec_2024
1044920219030764159,Temple,48.861504359565295,2.365797662989793,5,15,1.56,3,1150.8617011396218,220.0,dec_2024
1044922088615649086,Vaugirard,48.8505426,2.2918341,226,15,1.81,2,563.7851323408939,150.0,dec_2024
1044932775319588889,Panthéon,48.83799,2.3497,265,18,2.08,3,1418.373784285116,500.0,dec_2024
1044939212748076094,Buttes-Montmartre,48.88963469999999,2.3334048,17,2,0.24,3,3087.912884321677,150.0,dec_2024
1044943746558972508,Batignolles-Monceau,48.881501341430855,2.314869828083798,208,0,,1,1978.1467464233986,75.0,dec_2024
1044960524179219987,Entrepôt,48.87483,2.37015,261,16,1.5,3,2588.267573094578,249.0,dec_2024
1044971729627786406,Entrepôt,48.86895,2.35653,214,40,5.06,1,1534.94305558546,200.0,dec_2024
1044985092729966686,Palais-Bourbon,48.847,2.31478,42,3,0.26,4,1776.9091216803204,115.0,dec_2024
1044990400673357698,Vaugirard,48.8545029972734,2.289654985070229,350,37,4.39,1,143.64859239593687,300.0,dec_2024
1045010012465253309,Entrepôt,48.88210268819397,2.3638471600830395,357,14,1.27,2,3086.122773784232,110.0,dec_2024
1045026144414472669,Gobelins,48.83328,2.36657,113,12,1.36,1,817.0866491733705,150.0,dec_2024
1045028256635997713,Batignolles-Monceau,48.892097452181474,2.320851490281343,155,22,2.52,2,3106.523438839614,90.0,dec_2024
1045086897194175825,Passy,48.84334400879868,2.269026554723728,74,37,3.28,3,191.8485856975297,155.0,dec_2024
1044126530480318080,Ménilmontant,48.8530354,2.4087557,309,17,1.48,3,2978.8898658452385,460.0,dec_2024
1044142071574944504,Ménilmontant,48.8530354,2.4087557,350,20,1.75,3,2978.8898658452385,460.0,dec_2024
1044150476413254349,Gobelins,48.82563961978818,2.370221817293857,231,0,,2,1128.9411802028442,200.0,dec_2024
1044157357085385741,Observatoire,48.83532893530294,2.325929153286611,86,20,7.5,1,2491.611464150643,110.0,dec_2024
1044168598727111703,Ménilmontant,48.8530354,2.4087557,315,18,1.57,3,2978.8898658452385,460.0,dec_2024
1044170700717857705,Popincourt,48.85144608944885,2.391320700714501,192,6,0.53,2,1854.052475826846,140.0,dec_2024
1044178383796738008,Palais-Bourbon,48.856080790093706,2.3059555965545977,184,12,1.49,3,830.242637049453,141.0,dec_2024
1044185381774884002,Ménilmontant,48.8530354,2.4087557,335,19,1.77,3,2978.8898658452385,460.0,dec_2024
1044208552872963248,Buttes-Chaumont,48.89147,2.3791,215,0,,2,4517.578360014123,210.0,dec_2024
1044209278525524202,Temple,48.86648815003532,2.362056928899002,364,0,,1,1487.2992819762408,160.0,dec_2024
1044214575466101959,Temple,48.86055,2.35636,363,1,0.24,3,706.8612032515509,350.0,dec_2024
1044225773115734518,Panthéon,48.8409655,2.3498045,153,20,1.9,2,1145.7798430300604,125.0,dec_2024
1044244982128196389,Buttes-Montmartre,48.88933,2.33513,312,3,0.32,1,3102.137700142209,150.0,dec_2024
1044255627612491918,Passy,48.83968,2.26319,142,7,0.61,4,336.13161451512184,99.0,dec_2024
1045327979544758780,Buttes-Montmartre,48.89219925346072,2.3475014884569667,146,2,0.48,3,3759.545638141775,100.0,dec_2024
1045358044096993388,Bourse,48.8684942,2.3364109,331,0,,3,1041.2657272122817,400.0,dec_2024
1045380832090191874,Ménilmontant,48.8633,2.40075,269,3,0.33,2,3242.5791629022638,62.0,dec_2024
1045384319655782667,Gobelins,48.8219783,2.3467889,46,8,0.69,5,2730.71095126292,60.0,dec_2024
1045394157566090221,Entrepôt,48.8708154,2.3593134,257,1,0.24,5,1812.1608535081107,270.0,dec_2024
1045405995904399341,Bourse,48.86904455615124,2.345852628350258,42,13,1.13,2,1283.660462187484,284.0,dec_2024
1045433201446094470,Temple,48.86145,2.36448,297,21,1.84,2,1099.6501537237143,200.0,dec_2024
1045434624611977004,Entrepôt,48.87137580441923,2.3533765599131584,117,13,1.11,2,1697.6046750306866,240.0,dec_2024
1045440620176695300,Gobelins,48.82857,2.35179,71,17,2.15,2,2002.5689689165858,110.0,dec_2024
1045454934417997020,Popincourt,48.8527531,2.3868418,122,65,5.56,3,1705.7010374387403,220.0,dec_2024
1045492028604322509,Batignolles-Monceau,48.87869569999999,2.2920115,285,32,2.71,2,1793.2361400592604,166.0,dec_2024
1045518808933223056,Buttes-Montmartre,48.88331161981266,2.335782059248494,268,0,,1,2502.434571830392,220.0,dec_2024
1045519652219340278,Buttes-Chaumont,48.8793273,2.3962039,171,1,0.18,2,4055.2820378537776,85.0,dec_2024
1045556977645032153,Hôtel-de-Ville,48.851508437427626,2.357665076851845,38,10,1.2,2,110.68219372403388,170.0,dec_2024
1045620061965293660,Buttes-Chaumont,48.8901478599212,2.383393590418853,337,14,1.39,2,4546.329239147731,110.0,dec_2024
1046225958298201298,Batignolles-Monceau,48.88725,2.30529,183,20,1.82,2,2361.469405682207,149.0,dec_2024
1046249253055992065,Reuilly,48.8450128859649,2.3834672799412715,270,0,,1,953.2531873733805,300.0,dec_2024
1046264268034306316,Palais-Bourbon,48.8574647,2.3031767,335,8,0.83,1,672.6026966115768,250.0,dec_2024
1046265794374912763,Batignolles-Monceau,48.87781,2.29108,258,31,4.97,1,1723.0322113400607,107.0,dec_2024
1046268145721521768,Palais-Bourbon,48.8574647,2.3031767,344,21,2.05,1,672.6026966115768,250.0,dec_2024
1046280070284266690,Passy,48.8658748,2.2918974,342,1,0.39,1,495.338337238321,227.0,dec_2024
1046280408307862864,Vaugirard,48.83797979249761,2.289148880846708,16,7,0.6,1,1376.837175232974,150.0,dec_2024
1046284592476896815,Popincourt,48.850815,2.381645,347,1,0.09,1,1277.7221293526118,209.0,dec_2024
1046288397688026220,Temple,48.8677793,2.3557187,333,3,0.91,1,1392.0425629726335,179.0,dec_2024
1046291654582366853,Ménilmontant,48.85991370360127,2.409759168842996,89,2,0.27,3,3493.657064042382,150.0,dec_2024
1046299310393020694,Buttes-Montmartre,48.8845533,2.3342475,246,7,0.81,2,2583.0064298153575,150.0,dec_2024
1046313283943643667,Buttes-Montmartre,48.89049,2.360359,358,5,0.51,2,3877.3284184005097,148.0,dec_2024
1046321511769666855,Entrepôt,48.87346970056508,2.372200038277389,237,14,1.58,3,2545.016165582515,95.0,dec_2024
1046335374607484305,Passy,48.84899054142817,2.275629255753037,89,0,,1,140.29281352803247,190.0,dec_2024
1046350747283746798,Vaugirard,48.833654,2.308117,360,1,0.68,4,2725.98255582772,75.0,dec_2024
1046385569484836529,Ménilmontant,48.86275582328767,2.390177959465692,21,4,0.69,3,2521.0670455472755,150.0,dec_2024
1046410812037214642,Buttes-Montmartre,48.8878721,2.3524602,241,1,0.42,4,3429.728499589667,100.0,dec_2024
1046483258574473724,Buttes-Montmartre,48.8935769,2.3447993,250,73,6.35,1,3816.193054413204,120.0,dec_2024
1046538555444935824,Entrepôt,48.87099976227465,2.350920898166859,315,40,3.96,2,1602.2208819100624,200.0,dec_2024
1046540708060086637,Buttes-Chaumont,48.89194005428431,2.374519072473049,65,1,0.11,4,4411.714905728837,110.0,dec_2024
1046742589627095889,Vaugirard,48.8543175087074,2.2958201842413706,53,21,1.96,3,563.3642151150643,120.0,dec_2024
1046834662225118777,Palais-Bourbon,48.86126686255575,2.310333918682044,188,33,2.85,1,274.7167086787058,300.0,dec_2024
1046867684090384424,Hôtel-de-Ville,48.85362,2.36616,153,28,2.46,3,487.3329157476726,200.0,dec_2024
1046872119541297155,Entrepôt,48.8722819,2.3499595,324,21,1.84,2,1716.254672779645,271.0,dec_2024
1046880051455337365,Buttes-Montmartre,48.88809,2.35073,278,2,0.24,3,3421.9437409345805,150.0,dec_2024
1046881324098102503,Buttes-Montmartre,48.88860156966536,2.3367748686356418,59,1,0.24,2,3069.825098823253,450.0,dec_2024
1046939780866841632,Hôtel-de-Ville,48.8520599,2.3547323,315,41,3.63,3,109.91824434675762,500.0,dec_2024
1046953206709746429,Popincourt,48.85674,2.37716,241,14,1.32,2,1364.968123933256,95.0,dec_2024
1046961675460890492,Temple,48.8653,2.35618,144,23,3.03,3,1160.824027381685,200.0,dec_2024
1046994630287499197,Vaugirard,48.847461774577134,2.2862282569993515,250,7,0.97,3,503.7645078587942,135.0,dec_2024
1047003286475314287,Bourse,48.86479,2.3496,129,27,3.82,2,915.3416027511875,185.0,dec_2024
1045647491389933876,Buttes-Montmartre,48.88554592668687,2.3379826375045565,94,25,2.18,4,2795.729060738242,120.0,dec_2024
1045664304514661588,Reuilly,48.84784749663138,2.3751924137891023,255,11,0.98,1,704.7563429108304,112.0,dec_2024
1045669121440589028,Reuilly,48.84708,2.3763,253,12,1.04,1,708.5233760192281,112.0,dec_2024
1045675316086030260,Reuilly,48.84735,2.37624,224,18,1.54,1,725.2396109209653,109.0,dec_2024
1045675731490771779,Reuilly,48.8456,2.37693,243,14,1.35,1,633.3753130176036,112.0,dec_2024
1045679755287185357,Reuilly,48.84592,2.37556,248,2,0.18,1,582.0946111006026,112.0,dec_2024
1045680273950133617,Reuilly,48.84725436395781,2.374802492442241,264,8,0.73,1,639.4788515209353,112.0,dec_2024
1045684118250449098,Reuilly,48.8477920147132,2.3763503714826446,239,11,1.12,1,764.0224508300371,112.0,dec_2024
1045695952297637102,Reuilly,48.84694,2.37671,252,4,0.36,1,720.5931289041407,112.0,dec_2024
1045701122782309612,Reuilly,48.84596292786716,2.3764256558449848,257,1,0.09,1,632.6543387037038,109.0,dec_2024
1045701458733412910,Reuilly,48.84713977636393,2.3746757067033237,254,3,0.28,1,624.0515530016085,112.0,dec_2024
1045701942479639622,Reuilly,48.84589920796635,2.376939952106352,240,5,0.61,1,656.0834973954428,112.0,dec_2024
1045704386256230410,Reuilly,48.84698,2.37504,240,9,0.85,1,632.1540938787834,109.0,dec_2024
1045710277368680909,Reuilly,48.84776441960947,2.3764937482768898,238,6,0.57,1,769.8255474903272,112.0,dec_2024
1045710735045994560,Reuilly,48.84774079491874,2.376558641502593,258,2,1.25,1,771.6272561724493,109.0,dec_2024
1045715191249159107,Reuilly,48.83441987164389,2.3925596528763875,293,14,1.23,1,760.2781398495258,203.0,dec_2024
1045718424458211891,Reuilly,48.84629,2.37492,255,2,0.25,1,574.473934191309,112.0,dec_2024
1045718692426035853,Reuilly,48.84738947349655,2.37469306434656,246,19,1.64,1,643.4981779838962,112.0,dec_2024
1045718853381490136,Reuilly,48.84766,2.37517,255,8,0.71,1,689.6406682015175,112.0,dec_2024
1045732558815453245,Gobelins,48.83338734762008,2.368693743386421,270,1,0.25,5,683.9904130229255,300.0,dec_2024
1045733315335349174,Louvre,48.86343924760877,2.328476943075657,73,39,3.39,3,278.28563255322416,291.0,dec_2024
1045805499057363902,Passy,48.870080917219056,2.290440297308852,147,63,5.26,2,950.3379544281303,140.0,dec_2024
1046073573976136520,Ménilmontant,48.85291709050891,2.4012918779243697,269,0,,1,2528.081512699882,170.0,dec_2024
1046095506256846410,Ménilmontant,48.875,2.398,363,0,,3,3799.5624754704368,314.0,dec_2024
1046150365882870048,Buttes-Montmartre,48.885271,2.3406212,341,14,1.24,2,2848.4317810735215,113.0,dec_2024
1046161943891680044,Gobelins,48.83780489999999,2.359768,289,10,4.23,2,883.4266927476041,75.0,dec_2024
1047046564062560952,Buttes-Chaumont,48.87802,2.38897,269,0,,1,3609.325957735185,150.0,dec_2024
1047062497175788685,Luxembourg,48.848,2.321,363,2,0.28,3,1497.085552176974,257.0,dec_2024
1047098352294647278,Passy,48.8638834,2.2822803,267,0,,1,817.6717452477217,120.0,dec_2024
1047186036610973087,Passy,48.85943,2.2751,269,0,,1,905.9696393845334,120.0,dec_2024
1047231447918364471,Vaugirard,48.84781443766161,2.2971254342030734,88,1,0.24,3,1054.026770487767,160.0,dec_2024
1047254967467653127,Vaugirard,48.8479003,2.2850447,245,1,0.09,1,407.31390234447576,200.0,dec_2024
1047273905043565643,Passy,48.85427,2.26618,269,0,,1,1034.567392645085,350.0,dec_2024
1047545058667504318,Vaugirard,48.848,2.305,363,0,,3,1477.625733724899,243.0,dec_2024
1047591473296198890,Buttes-Chaumont,48.88418158209899,2.372954674065113,269,0,,2,3590.6582784969673,300.0,dec_2024
1047648420699561174,Opéra,48.88193142195951,2.3392289596938443,258,9,0.96,2,2468.4217032116208,196.0,dec_2024
1047650640505092111,Louvre,48.86175021575402,2.3449079357212272,87,2,0.29,3,487.9573182826912,120.0,dec_2024
1047037770747044831,Buttes-Montmartre,48.89301,2.3643,250,27,2.39,3,4233.152521270247,206.0,dec_2024
1047045176426830141,Batignolles-Monceau,48.8775009,2.2949972,255,0,,4,1608.483121021902,200.0,dec_2024
1048504139846166033,Popincourt,48.8588262,2.3780637,359,0,,5,1533.4032585967911,350.0,dec_2024
1048509985581368333,Buttes-Montmartre,48.88635,2.33547,270,0,,1,2801.877838363819,430.0,dec_2024
1048524069012370234,Bourse,48.86524011556176,2.349801510572433,34,9,0.85,2,967.5130087655198,149.0,dec_2024
1048526384851117237,Buttes-Montmartre,48.8830396,2.3410749,245,0,,3,2637.2750748568724,330.0,dec_2024
1048531534781138619,Observatoire,48.830990717451165,2.322237911004834,129,0,,3,3043.816322544187,69.0,dec_2024
1048536377429402073,Opéra,48.874076334764375,2.3450832370483488,172,11,1.2,4,1810.9060064957905,190.0,dec_2024
1048539571710655933,Popincourt,48.86809,2.37279,269,0,,1,2038.9050882306847,250.0,dec_2024
1048553535599365923,Bourse,48.86418,2.34852,361,3,0.36,5,826.4392422871524,336.0,dec_2024
1048595726282199273,Temple,48.8588458,2.3674053,345,18,2.55,3,954.5375485469227,150.0,dec_2024
1048619936938647598,Buttes-Chaumont,48.875437300204304,2.37458767991426,219,0,,2,2820.5443134217658,175.0,dec_2024
1048622067997407088,Reuilly,48.84905172951141,2.389661415229781,233,0,,3,1587.4766074066854,450.0,dec_2024
1048630632988616659,Panthéon,48.83882757276323,2.3490190239719624,268,9,1.24,3,1380.897459231435,79.0,dec_2024
1048659440769221986,Entrepôt,48.872557792647726,2.3618346246223743,154,0,,4,2068.2235167927893,190.0,dec_2024
1048662977476331125,Buttes-Montmartre,48.8891049,2.3485918,60,0,,5,3486.9751304792753,110.0,dec_2024
1048673466090782353,Popincourt,48.8657795,2.3796598,250,19,1.66,2,2123.8690990085447,161.0,dec_2024
1048681354145297257,Batignolles-Monceau,48.89226452933061,2.3171310650020445,165,7,0.74,2,2842.6887336407353,70.0,dec_2024
1048703693333042503,Popincourt,48.8591917,2.3758316,181,44,4.14,1,1420.4378909996583,99.0,dec_2024
1048837593020174595,Buttes-Montmartre,48.89623,2.33576,325,30,2.74,3,3837.129271136891,70.0,dec_2024
1048994754852023266,Entrepôt,48.87972638574464,2.3528436062327724,270,0,,1,2569.0213716295825,350.0,dec_2024
1049003557420463351,Luxembourg,48.85392895387295,2.340474978332678,263,1,0.11,1,206.28225727175007,70.0,dec_2024
1049027243145837488,Popincourt,48.8572387,2.3779761,255,4,0.57,2,1442.8075115766724,150.0,dec_2024
1049028493792054254,Hôtel-de-Ville,48.8513397,2.3661422,326,59,5.19,3,413.364550444202,229.0,dec_2024
1049030155126761076,Buttes-Montmartre,48.8964789,2.3402029,246,3,0.26,1,3976.899639370738,100.0,dec_2024
1049032314993958144,Observatoire,48.82787228720942,2.3332927303903137,190,17,1.49,1,2954.5431837115634,120.0,dec_2024
1049038171772911261,Ménilmontant,48.86333832374311,2.4009836728532576,269,4,0.57,1,3259.9660206633125,130.0,dec_2024
1049043358262303086,Temple,48.8614936,2.3629343,203,10,0.93,2,1050.0854891934564,98.0,dec_2024
1049047487253252222,Vaugirard,48.85119147709949,2.2916120486637275,254,29,2.48,2,502.09986315947026,275.0,dec_2024
1049069386526326470,Hôtel-de-Ville,48.85372,2.34725,61,4,0.35,1,50.57951523544852,120.0,dec_2024
1049074272094143662,Passy,48.85414878184779,2.279378970345182,340,0,,1,278.29612242047216,250.0,dec_2024
1049074813783503135,Gobelins,48.826314,2.3737335,237,19,1.79,1,881.2435534810381,161.0,dec_2024
1049080444305397236,Observatoire,48.8385406811341,2.3366669162283134,185,5,0.44,5,1790.041876488348,170.0,dec_2024
1049099880900745224,Entrepôt,48.87577,2.3574,90,1,0.13,1,2255.5452091221077,180.0,dec_2024
1049105451111561430,Gobelins,48.82950356143208,2.3708437755703926,143,11,1.13,5,823.4999859385147,61.0,dec_2024
1049122121989244091,Temple,48.86665,2.36301,236,0,,3,1542.3836849636484,100.0,dec_2024
1049133172231463533,Popincourt,48.854555096371726,2.3873684379998,241,29,4.53,2,1867.9872246980574,115.0,dec_2024
1049138839786550594,Panthéon,48.849785,2.350753,343,6,0.58,1,208.16002385747169,280.0,dec_2024
1049140595509488116,Luxembourg,48.8518944,2.3345467,324,11,1.07,1,687.702840849377,274.0,dec_2024
1049144811289681904,Opéra,48.88124,2.34095,266,9,0.83,3,2452.667960833439,108.0,dec_2024
1049152495743078305,Popincourt,48.86624,2.37967,335,10,1.19,2,2161.933548471507,278.0,dec_2024
1049162191848855225,Buttes-Montmartre,48.88552082827713,2.3455471686415,269,0,,1,3030.2412730320284,300.0,dec_2024
1049167941419161259,Passy,48.86953,2.2846,355,41,3.58,1,1136.9392927980407,160.0,dec_2024
1049168253663545115,Batignolles-Monceau,48.88678909236327,2.325142843765171,362,0,,1,2623.58017868856,329.0,dec_2024
1049200144220017909,Observatoire,48.83221882615326,2.315993421801775,351,28,2.63,1,3202.986006138601,252.0,dec_2024
1047674118438442083,Batignolles-Monceau,48.88724827566983,2.3220799012956754,269,0,,1,2635.364160990566,100.0,dec_2024
1047695089635231526,Buttes-Montmartre,48.88887745869209,2.350116242590101,247,0,,4,3497.5128535218228,120.0,dec_2024
1047702803326178597,Panthéon,48.83965405907156,2.3450950893006417,99,5,0.53,2,1408.6264722660212,75.0,dec_2024
1047739086449142232,Vaugirard,48.8437016,2.2954119,269,0,,5,1279.6689723123795,215.0,dec_2024
1047741001219157236,Opéra,48.87559861377109,2.3395706636556417,268,1,0.23,3,1853.4579353716124,200.0,dec_2024
1047770629466162154,Popincourt,48.8696208,2.3752493,230,0,,5,2275.160216397691,140.0,dec_2024
1047790565336681052,Panthéon,48.83865568801252,2.3457419872283936,363,2,0.38,3,1497.890405537379,120.0,dec_2024
1047798944273835836,Gobelins,48.83609,2.35211,269,2,0.22,1,1427.0348091322985,300.0,dec_2024
1047800304465342592,Reuilly,48.84643793720345,2.387447036377481,269,0,,1,1282.6696386301437,180.0,dec_2024
1047808091080847111,Buttes-Montmartre,48.8879727,2.3322168,236,1,0.12,2,2884.5048018798116,150.0,dec_2024
1047870285875403986,Entrepôt,48.8704991,2.3693132,264,2,0.24,2,2154.1293979381794,210.0,dec_2024
1047939559285705218,Temple,48.8676472,2.356410700000001,105,16,1.4,3,1403.1065178533238,300.0,dec_2024
1047958895235405814,Popincourt,48.85407,2.3824,175,51,4.41,1,1562.6967898658581,89.0,dec_2024
1048016568786436303,Temple,48.85831,2.36214,269,0,,1,710.8451676888646,200.0,dec_2024
1048307549455709351,Temple,48.86104,2.36514,269,0,,1,1082.5106000853882,250.0,dec_2024
1048309206036520688,Batignolles-Monceau,48.87996665885711,2.2975555096862648,269,0,,3,1853.2743508835208,380.0,dec_2024
1048325862184044234,Buttes-Montmartre,48.89124580173204,2.3481322423278828,131,11,1.15,1,3683.525316624734,55.0,dec_2024
1048329659929246054,Buttes-Chaumont,48.895313846304674,2.3786962056699745,365,0,,1,4884.161118594116,400.0,dec_2024
1048350235979148439,Batignolles-Monceau,48.8855,2.321,27,14,1.23,2,2432.685165171862,80.0,dec_2024
1048361832677260104,Passy,48.83795023450741,2.261467545686311,270,0,,3,337.1919550244941,119.0,dec_2024
1048381875581694267,Buttes-Montmartre,48.89688,2.34085,269,0,,1,4035.5717348487315,250.0,dec_2024
1048409752241799525,Élysée,48.8822381,2.3249817,128,89,7.61,1,2124.780916984865,136.0,dec_2024
1048431945097796092,Entrepôt,48.87095,2.35954,170,93,8.04,1,1832.8454971262772,130.0,dec_2024
1048476416680145465,Ménilmontant,48.8709858,2.3956303,270,0,,6,3373.481695469085,400.0,dec_2024
1048489732047842939,Buttes-Montmartre,48.88829,2.34662,30,27,2.44,7,3339.8106367697833,95.0,dec_2024
1049201213099428905,Batignolles-Monceau,48.8922105,2.3269344,239,4,0.46,2,3240.403850358949,130.0,dec_2024
1049208068350792951,Luxembourg,48.84790608651859,2.3231229186058044,250,61,6.47,2,1445.6727549397476,80.0,dec_2024
1049209573047724320,Ménilmontant,48.87271045586738,2.4037356130260727,248,0,,1,3960.142990372364,250.0,dec_2024
1049224247712017590,Opéra,48.8789125,2.3282074,41,4,0.36,1,1837.87019230071,400.0,dec_2024
1049236198164059140,Ménilmontant,48.866,2.404,363,0,,3,3586.0791774886593,286.0,dec_2024
1049259275902344573,Élysée,48.87456395466986,2.3129479983648267,176,1,0.13,2,1209.5049636946442,150.0,dec_2024
1049267415790686009,Temple,48.86187,2.36331,83,12,1.28,3,1100.007667971459,150.0,dec_2024
1049287478946488202,Passy,48.87025570982122,2.297311896624519,344,3,0.27,3,785.1468190061073,465.0,dec_2024
1049314123640895650,Hôtel-de-Ville,48.85999591152451,2.3513157212322526,162,4,0.35,2,473.83295846759387,400.0,dec_2024
1049320915399310664,Opéra,48.8814442,2.3359367,168,14,1.66,2,2318.8424645491245,130.0,dec_2024
1049330394713445495,Reuilly,48.84606975662261,2.390728958277721,224,12,1.22,3,1453.420179741882,107.0,dec_2024
1049964765610969535,Luxembourg,48.8485915,2.3402533,77,16,1.4,2,685.4914523872721,400.0,dec_2024
1049967330387300441,Batignolles-Monceau,48.8855716,2.3222111,345,24,2.1,1,2452.122608560296,280.0,dec_2024
1050016822018162594,Opéra,48.8812426,2.3342074,28,4,0.93,3,2245.1304559000037,135.0,dec_2024
1050030939927197242,Vaugirard,48.85146617562419,2.2957716265127037,357,8,0.76,6,703.5775057780093,500.0,dec_2024
1050047907165572806,Hôtel-de-Ville,48.85965600023073,2.356303185224533,243,10,1.49,3,623.8091143700952,199.0,dec_2024
1050087426730801981,Observatoire,48.829892,2.321429,173,0,,4,3178.7863404894492,115.0,dec_2024
1050167355499783846,Vaugirard,48.84535640104153,2.31948444001737,316,17,1.98,3,1810.359858411179,139.0,dec_2024
1050185240785124549,Buttes-Chaumont,48.87796610244967,2.3973634466528893,55,11,2.0,1,4000.6593116999306,88.0,dec_2024
1050190121890838178,Luxembourg,48.848448181173694,2.331871438623065,340,0,,5,1081.8045667802992,55.0,dec_2024
1050412040424410056,Panthéon,48.84301,2.3425,347,50,4.63,3,1147.5376813795647,400.0,dec_2024
1050449541670102943,Opéra,48.8820463,2.3454414,186,25,2.18,1,2679.9031355467523,150.0,dec_2024
1050450815109229401,Temple,48.8656936,2.3577432,141,22,2.6,3,1252.1808825497894,400.0,dec_2024
1050451267938475258,Louvre,48.8594108,2.3484945,317,29,2.51,1,323.0495545706081,400.0,dec_2024
1050529342531167338,Luxembourg,48.8517629,2.3390191,185,14,2.06,7,451.6546265281031,464.0,dec_2024
1050602280501138392,Entrepôt,48.87108308154308,2.3678186023430285,129,35,3.54,2,2148.529481036127,120.0,dec_2024
1050612830663507402,Luxembourg,48.8485915,2.3402533,83,14,1.3,2,685.4914523872721,280.0,dec_2024
1050617583491353596,Panthéon,48.83963,2.34081,293,10,1.04,3,1537.6177021076744,194.0,dec_2024
1050627723133171354,Batignolles-Monceau,48.887,2.323,363,0,,3,2617.974650262864,258.0,dec_2024
1050629935965734860,Opéra,48.8789866,2.3465904,122,0,,5,2367.9873983344146,300.0,dec_2024
1050639694894119595,Entrepôt,48.87030775074199,2.3572326010915647,85,15,2.09,3,1692.750762577123,150.0,dec_2024
1050655610404661130,Ménilmontant,48.87294440698062,2.3990435153245926,56,1,0.25,3,3705.2424320678138,380.0,dec_2024
1050673874309869629,Reuilly,48.8472575,2.3713577,287,28,2.9,3,453.6876549479074,201.0,dec_2024
1050676364335448909,Palais-Bourbon,48.85595098272201,2.303419344338,178,6,0.9,1,841.2220744665923,200.0,dec_2024
1050697377934152143,Buttes-Montmartre,48.88530942837629,2.3575883707186858,267,0,,1,3266.70218547511,105.0,dec_2024
1050702550800161610,Reuilly,48.85056,2.3782,269,2,0.19,1,1070.48882423998,109.0,dec_2024
1050717189919980563,Passy,48.87122162773272,2.293314553442367,237,42,3.89,1,981.2705220629774,150.0,dec_2024
1050760313660824884,Popincourt,48.85935608504808,2.380970189715472,269,0,,1,1746.9477268316386,220.0,dec_2024
1050769725330660864,Gobelins,48.83788,2.35709,27,11,1.07,1,1023.7842215374626,150.0,dec_2024
1050827273630608070,Observatoire,48.8247033287817,2.3365093126152394,263,0,,3,3127.266177489334,380.0,dec_2024
1050831911103760190,Opéra,48.87303768966514,2.347692388990956,361,13,1.13,1,1747.699474867139,189.0,dec_2024
1050846753714002795,Batignolles-Monceau,48.89449803473086,2.326824730797943,269,0,,2,3459.7952232829853,100.0,dec_2024
1050877612716221535,Buttes-Montmartre,48.89030167467829,2.343327895289984,255,0,,1,3440.397339271836,200.0,dec_2024
1050898323786260534,Passy,48.85606541261126,2.272714956903884,270,2,0.31,1,783.6939345350971,250.0,dec_2024
1050923975010920702,Buttes-Chaumont,48.883041798492336,2.3709504825041554,148,2,0.24,5,3410.7253080913574,105.0,dec_2024
1050934478991389430,Vaugirard,48.8374701,2.3046412,269,8,0.7,3,2248.166012863432,100.0,dec_2024
1051047168407507211,Passy,48.871977204904816,2.2801995617370725,181,9,1.06,4,1553.5788392027457,180.0,dec_2024
1052155099204013180,Vaugirard,48.8428281,2.2928641,264,0,,5,1211.8681000325898,350.0,dec_2024
1052158957125546771,Luxembourg,48.8447408,2.323105,335,30,2.68,2,1774.2950892425013,87.0,dec_2024
1052163359276087620,Reuilly,48.84642,2.39836,267,0,,3,1929.331922312085,400.0,dec_2024
1052167186646139169,Ménilmontant,48.87374489711675,2.391168549656868,269,13,1.26,3,3347.448172202428,220.0,dec_2024
